product_id|model|label|description|category_id|brand|image|status
1000519|LG series|pompe pour ammoniac / pour GPL / électrique / auto-amorçante|Les modèles de pompes LGL 1,25 pouces à 4 pouces sont équipés de chemises <br> de suppression du bruit. Cette technologie brevetée réduit le bruit à sa <br> source en réduisant le niveau de cavitation dans la pompe. La réduction de la <br> cavitation réduit également les vibrations et l’usure.<br> L’implosion soudaine de bulles de vapeur à l’intérieur de la pompe est le <br> phénomène appelé cavitation. En permettant à une quantité contrôlée de <br> fluide à la pression de refoulement de s’échapper vers l’aspiration de la pompe, <br> l’implosion des bulles de vapeur s’étend sur une plus longue période. <br> Il en résulte une réduction du bruit, des vibrations et de l’usure.<br> Comme l’illustre le graphe, la réduction du niveau de bruit peut être très importante. <br> Des réductions de bruit similaires ont été mesurées avec les pompes LGL de toutes tailles|60111|blackmer|1545131321302-921e3513-c340-41f6-8961-b77f2ded94cf|DONE
1000520|X9 series|pompe pour boisson / électrique / à piston plongeur / à membrane|La pompe de dosage hydraulique de diaphragme de série d'API675 X9 est conçue dans une installation de retour positive qui produit de 3700 litres par taux de débit maximal d'heure. Elle est construite pour le double traitement, et est intégrée avec mécaniquement actionné complétant le niveau du dispositif. Un plongeur en céramique non scellé rassure la basse condition positive nette de tête d'aspiration et moins d'entretien. Une soupape de sécurité est apposée à la disposition duelle de diaphragme, fixant la sûreté pendant les opérations.|60111|OBL|1545131328141-8a26d153-7fc7-4b79-bdc4-05dab5c3dd88|DONE
1000521|MA series|pompe pour produits alimentaires / à vis excentrée / de nettoyage|Pompes de série alimentaire avec une grande chambre d’aspiration. Les parties métalliques en contact avec le produit sont en acier inox satiné / brillant. Le montage avec accouplement indépendant permet une inspection rapide de la pompe sans impliquer un démontage de la partie du support ou de la motorisation facilitant ainsi le nettoyage et l’entretien.|60111|CSF|1545131332811-e1a06597-7a98-41e7-b15b-4840d6ce0ce6|DONE
1000522|25 mm # P200|pompe pour produits alimentaires / à membrane / en métal / d'aspiration|Wilden P200 - 25 millimètres (1 '') ont avancé la pompe en métal<br> <br> LOGEMENTS MOUILLÉS<br> (Chambres et tubulures liquides)<br> Poids matériel de bateau<br> Aluminium 11 kilogrammes (24 livres)<br> Fer malléable 21 kilogrammes (47 livres)<br> 316 S.S. 23 kilogramme (51 livres)<br> <br> LOGEMENTS DE NON-WETTED<br> Matériel de description<br> Section centrale : Acétal, polypropylène conducteur, polypropylène<br> Soupape à air : Acétal, polypropylène conducteur, polypropylène<br> <br> DÉBIT À 212 LPM (56 GAL/MN)<br> PRESSION MAXIMUM = BARRE 8.6 (125 PSIG)<br> <br> CAPACITÉ DE TRANSPORT MAXIMUM D'ASPIRATION<br> 5.5 m (18.0 ') sèchent, 8.8m humides (29.0 ')<br> <br> SOLIDES MAXIMUM DE DIAMÈTRE<br> 6.4 millimètres (1/4 '')|60111|Wilden Pump|1545131337971-83e10089-f57f-4c13-932b-5081309e4d83|DONE
1000523|VAC|pompe à vide à anneau liquide / centrifuge / lubrifiée / mono-étagée|La série de VCA est fabriquée par Desmi, et est une pompe de vide sale de l'eau qui est basée sur le concept du système liquide d'installation. Elle a une conception compacte qui intègre toute exécution de diaphragme, de piston et de pompes centrifuges. Elle se compose d'un rotor à giration libre fait de logement d'acier inoxydable et plat d'usage d'acier inoxydable. <br> <br> L'unité a une capacité énorme d'air qui est résistante à l'usage, et a une protection sec-courante. Elle n'a également un bas poids et aucun diaphragme.|60112|DESMI|1545131342828-539523c4-cf5a-4497-ad78-932958100d47|DONE
1000524|VN|éjecteur Venturi sans huile / mono-étagé / compact / pneumatique|<br> <br> <br> Diamètre nominal 0,45 à 3 mm<br> Raccord<br> Raccord instantané QS4, QS6, QS8, QS10, QS12<br> Filetages M5, G1/8, G1/4, G3/8<br> Union mâle 4, 6 mm<br> standard<br> Raccordement du vide, 90° par rapport au raccord d’alimentation<br> Inline<br> raccord du vide en ligne par rapport au raccord d'alimentation<br> Distributeur d'impulsions d'éjection, pneumatique.<br> <br> Caractéristiques spécifiques:<br> <br> Venturi compact pour génération de vide décentralisée et sans maintenance|60112|festo|1545131347942-0a8e0f9e-eeb3-41f9-b7f1-adaecca1e68c|DONE
1000525|OVEM|éjecteur Venturi sans huile / mono-étagé|Diamètre nominal 0,45… 2,0 mm<br> Raccord<br> Raccord enfichable QS6, QS8<br> Electrodistributeur de vide IN/OUT<br> Electrodistributeur pour impulsion d'éjection<br> Capteurs de vide intégrés.<br> <br> Caractéristiques spécifiques:<br> <br> Maintenance préventive<br> Génération et surveillance du vide compacte dans une seule unité avec affichage|60112|festo|1545131352349-6b3e6fb1-ea14-4cfa-b34e-0e34d8ea34fd|DONE
1000456|Crouzet|réducteur pour moteur DC / planétaire / à vis sans fin / à train d'engrenages|Nos moteurs de brosse de C.C sont disponibles en tant que commandes directes ou embrayés|50341|crouzet|1545131170761-001cb2d3-70bd-4511-9fe4-8bd8a1f68703|DONE
1000457|PR/RS, PE series|réducteur planétaire / coaxial / silencieux / robuste|Les réducteurs sont disponibles en version axiale ou orthogonale dans 8 tailles et 12 rapports de réduction. Avec des vitesses d'entrée jusqu'à 6000 min-1 et un fonctionnement silencieux, robuste et fiable, vous pouvez être sûr qu'il y a un réducteur correspondant à vos applications performantes.|50344|Parker|1545131174826-85f7b602-0285-4a25-b7d7-ff51e1c1ee32|DONE
1000458|Crouzet|réducteur pour moteur DC / planétaire / à vis sans fin / à train d'engrenages|Nos moteurs de brosse de C.C sont disponibles en tant que commandes directes ou embrayés|50344|crouzet|1545131179376-97fca48b-701e-4d61-aabb-307c30c0f2fe|DONE
1000459|AEN|vérin pneumatique / à tige / à simple effet / en acier|<br> Diamètre 12, 16, 20, 25, 32, 40, 50, 63, 80, 100 mm<br> Course 1 ... 25 mm<br> Force 59 ... 4 510 N<br> Simple effet, tige sortie/tige rentrée<br> Amortissement fixe<br> <br> Caractéristiques spécifiques:<br> <br> Simple effet, tige sortie/tige rentrée|50401|festo|1545131183609-8165cc50-c145-44b6-b3f3-8807487087d8|DONE
1000460|ESNU|vérin pneumatique / à simple effet / à recirculation de billes / standard|<br> Diamètre 8, 10, 12, 16, 20, 25 mm (standard)<br> Diamètre 32, 40, 50, 63 mm<br> Course 1 ... 50 mm<br> Force 24 ... 1763 N<br> Simple effet, tige sortie<br> Détection de position<br> Amortissement fixe<br> Guidage à recirculation de billes<br> Flasque de fixation|50401|festo|1545131187554-e09e2e2e-f623-4430-a002-0e461fab38df|DONE
